The United States of America,  Population size (5-year)     Last modified: 16-Nov-2012, MPv5 (May07)

Year       Age      Female         Male        Total
1933       0        984472.26   1015361.55   1999833.81
1933       1-4     4372158.57   4496175.64   8868334.21
1933       5-9     6018707.63   6222961.93  12241669.56
1933      10-14    6116883.14   6191549.70  12308432.84
1933      15-19    5833499.91   5807879.08  11641378.99
1933      20-24    5615722.66   5481755.35  11097478.01
1933      25-29    5196845.15   5054950.46  10251795.61
1933      30-34    4701350.96   4661866.07   9363217.03
1933      35-39    4459235.16   4548643.89   9007879.05
1933      40-44    4135634.14   4367323.66   8502957.80
1933      45-49    3503873.23   3799971.69   7303844.92
1933      50-54    2995197.54   3253950.84   6249148.38
1933      55-59    2464409.67   2655207.58   5119617.25
1933      60-64    1948475.20   2066830.30   4015305.50
1933      65-69    1480362.24   1534718.71   3015080.95
1933      70-74    1037666.84   1043184.29   2080851.13
1933      75-79     649406.36    625995.13   1275401.49
1933      80-84     328369.66    282296.69    610666.35
1933      85-89     128826.33     99033.09    227859.42
1933      90-94      36957.70     24279.45     61237.15
1933      95-99       8329.25      4745.20     13074.45
1933     100-104      1733.93       951.70      2685.63
1933     105-109       212.19       110.99       323.18
1933     110+           14.48         7.02        21.50
1934       0        937185.83    968955.42   1906141.25
1934       1-4     4234253.52   4330691.32   8564944.84
1934       5-9     5924740.68   6153835.81  12078576.49
1934      10-14    6153298.04   6234590.72  12387888.76
1934      15-19    5858627.92   5837648.82  11696276.74
1934      20-24    5658069.11   5536974.59  11195043.70
1934      25-29    5268227.78   5118517.77  10386745.55
1934      30-34    4779363.10   4719912.66   9499275.76
1934      35-39    4447869.13   4509902.38   8957771.51
1934      40-44    4223343.37   4423894.06   8647237.43
1934      45-49    3581667.12   3870302.12   7451969.24
1934      50-54    3051423.21   3305709.26   6357132.47
1934      55-59    2535897.37   2723642.14   5259539.51
1934      60-64    2002442.12   2113579.16   4116021.28
1934      65-69    1526780.92   1578906.06   3105686.98
1934      70-74    1058329.50   1056821.98   2115151.48
1934      75-79     675373.41    648769.10   1324142.51
1934      80-84     339327.29    291677.05    631004.34
1934      85-89     133336.38    102133.22    235469.60
1934      90-94      37878.09     25222.78     63100.87
1934      95-99       8506.62      4902.39     13409.01
1934     100-104      1788.37       929.83      2718.20
1934     105-109       222.78       101.06       323.84
1934     110+           16.63         5.25        21.88
1935       0        940123.46    972986.85   1913110.31
1935       1-4     4122639.74   4214614.19   8337253.93
1935       5-9     5828783.90   6055839.72  11884623.62
1935      10-14    6166967.05   6255366.79  12422333.84
1935      15-19    5900550.39   5868335.19  11768885.58
1935      20-24    5697455.29   5579967.72  11277423.01
1935      25-29    5324772.17   5178072.41  10502844.58
1935      30-34    4860018.89   4785794.84   9645813.73
1935      35-39    4458524.45   4498915.40   8957439.85
1935      40-44    4272262.28   4446649.40   8718911.68
1935      45-49    3666707.82   3947175.98   7613883.80
1935      50-54    3102290.65   3354637.25   6456927.90
1935      55-59    2598077.55   2779731.06   5377808.61
1935      60-64    2070029.53   2172599.52   4242629.05
1935      65-69    1575412.80   1623438.95   3198851.75
1935      70-74    1087709.99   1080244.67   2167954.66
1935      75-79     701418.75    668670.66   1370089.41
1935      80-84     351056.84    301976.40    653033.24
1935      85-89     137838.40    105230.58    243068.98
1935      90-94      38668.41     25849.80     64518.21
1935      95-99       8659.13      5110.35     13769.48
1935     100-104      1737.31       899.61      2636.92
1935     105-109       216.04        91.52       307.56
1935     110+           16.83         3.59        20.42
1936       0        955394.04    992736.40   1948130.44
1936       1-4     4034438.39   4124342.25   8158780.64
1936       5-9     5737250.83   5953820.29  11691071.12
1936      10-14    6140434.43   6245452.19  12385886.62
1936      15-19    5956852.83   5916687.21  11873540.04
1936      20-24    5734880.26   5611307.71  11346187.97
1936      25-29    5375807.16   5233490.44  10609297.60
1936      30-34    4933763.68   4847342.30   9781105.98
1936      35-39    4496211.23   4515858.93   9012070.16
1936      40-44    4293387.18   4442277.21   8735664.39
1936      45-49    3757257.75   4023972.94   7781230.69
1936      50-54    3158737.98   3411915.15   6570653.13
1936      55-59    2648671.11   2825384.03   5474055.14
1936      60-64    2137928.01   2231894.94   4369822.95
1936      65-69    1625385.59   1667033.99   3292419.58
1936      70-74    1120575.55   1108877.77   2229453.32
1936      75-79     723790.33    684387.78   1408178.11
1936      80-84     366404.80    314575.83    680980.63
1936      85-89     142218.81    108263.92    250482.73
1936      90-94      39645.84     26579.29     66225.13
1936      95-99       8843.96      5346.31     14190.27
1936     100-104      1671.87       882.56      2554.43
1936     105-109       202.61        91.75       294.36
1936     110+           15.23         3.94        19.17
1937       0        950722.64    987796.10   1938518.74
1937       1-4     3996724.12   4090941.53   8087665.65
1937       5-9     5631234.83   5832873.99  11464108.82
1937      10-14    6081497.69   6206970.46  12288468.15
1937      15-19    6023043.99   5982067.35  12005111.34
1937      20-24    5765685.17   5627356.83  11393042.00
1937      25-29    5427738.09   5286472.21  10714210.30
1937      30-34    4997304.94   4902834.76   9900139.70
1937      35-39    4553895.74   4553657.04   9107552.78
1937      40-44    4296462.79   4420717.27   8717180.06
1937      45-49    3845574.73   4092695.88   7938270.61
1937      50-54    3223319.92   3479024.66   6702344.58
1937      55-59    2690686.04   2864735.79   5555421.83
1937      60-64    2199887.26   2285751.63   4485638.89
1937      65-69    1678900.00   1711369.97   3390269.97
1937      70-74    1156325.39   1141624.45   2297949.84
1937      75-79     742273.95    696640.84   1438914.79
1937      80-84     380101.58    324913.80    705015.38
1937      85-89     144082.87    109509.02    253591.89
1937      90-94      39809.95     26589.57     66399.52
1937      95-99       8729.20      5351.14     14080.34
1937     100-104      1573.95       841.09      2415.04
1937     105-109       186.78        90.01       276.79
1937     110+           13.31         4.12        17.43
1938       0        970241.16   1005321.71   1975562.87
1938       1-4     4008089.81   4109128.11   8117217.92
1938       5-9     5506421.75   5688482.47  11194904.22
1938      10-14    6006798.69   6152763.57  12159562.26
1938      15-19    6084915.57   6054166.68  12139082.25
1938      20-24    5795702.55   5636250.04  11431952.59
1938      25-29    5488727.46   5341143.55  10829871.01
1938      30-34    5052963.06   4955149.08  10008112.14
1938      35-39    4627222.59   4608004.28   9235226.87
1938      40-44    4298933.43   4399662.50   8698595.93
1938      45-49    3924938.74   4147783.10   8072721.84
1938      50-54    3300476.93   3558561.68   6859038.61
1938      55-59    2730622.38   2905126.34   5635748.72
1938      60-64    2253439.48   2332217.19   4585656.67
1938      65-69    1738073.60   1758786.41   3496860.01
1938      70-74    1195171.52   1177748.02   2372919.54
1938      75-79     756938.29    706066.64   1463004.93
1938      80-84     397364.97    337093.79    734458.76
1938      85-89     147663.16    112101.73    259764.89
1938      90-94      40926.97     27145.58     68072.55
1938      95-99       8867.84      5354.34     14222.18
1938     100-104      1571.24       853.89      2425.13
1938     105-109       181.74        91.79       273.53
1938     110+           12.92         4.29        17.21
1939       0        996033.12   1033830.52   2029863.64
1939       1-4     4078543.48   4189301.76   8267845.24
1939       5-9     5379727.64   5545308.73  10925036.37
1939      10-14    5919972.00   6077680.83  11997652.83
1939      15-19    6130038.13   6121090.71  12251128.84
1939      20-24    5833780.22   5652290.36  11486070.58
1939      25-29    5557981.26   5394751.34  10952732.60
1939      30-34    5105332.44   5006815.99  10112148.43
1939      35-39    4706399.84   4669609.98   9376009.82
1939      40-44    4317660.28   4395719.61   8713379.89
1939      45-49    3988104.87   4184552.21   8172657.08
1939      50-54    3388597.98   3645972.29   7034570.27
1939      55-59    2775314.04   2953341.72   5728655.76
1939      60-64    2298154.56   2371530.55   4669685.11
1939      65-69    1800640.83   1808414.55   3609055.38
1939      70-74    1237004.07   1215651.82   2452655.89
1939      75-79     769644.11    714542.57   1484186.68
1939      80-84     416773.33    352185.61    768958.94
1939      85-89     153625.67    116602.00    270227.67
1939      90-94      42846.58     28465.67     71312.25
1939      95-99       9217.84      5544.64     14762.48
1939     100-104      1594.19       875.50      2469.69
1939     105-109       178.91        90.36       269.27
1939     110+           12.67         3.85        16.52
1940       0        998165.28   1034937.60   2033102.88
1940       1-4     4170079.89   4295521.35   8465601.24
1940       5-9     5282048.56   5439416.44  10721465.00
1940      10-14    5825045.45   5985011.30  11810056.75
1940      15-19    6146490.60   6163585.35  12310075.95
1940      20-24    5881047.24   5683817.95  11564865.19
1940      25-29    5629205.86   5440551.68  11069757.54
1940      30-34    5161671.89   5056210.86  10217882.75
1940      35-39    4784376.80   4731266.43   9515643.23
1940      40-44    4359523.31   4416657.15   8776180.46
1940      45-49    4035630.37   4206892.51   8242522.88
1940      50-54    3476534.97   3726318.90   7202853.87
1940      55-59    2831660.28   3009838.56   5841498.84
1940      60-64    2339659.64   2409587.70   4749247.34
1940      65-69    1864965.39   1858616.99   3723582.38
1940      70-74    1282967.34   1256214.28   2539181.62
1940      75-79     781209.46    723450.14   1504659.60
1940      80-84     434155.50    364434.17    798589.67
1940      85-89     159326.21    120586.35    279912.56
1940      90-94      44150.08     29414.01     73564.09
1940      95-99       9342.17      5744.30     15086.47
1940     100-104      1613.04       936.28      2549.32
1940     105-109       178.01        97.58       275.59
1940     110+           13.39         4.84        18.23
1941       0       1026536.69   1069703.81   2096240.50
1941       1-4     4246979.33   4371288.89   8618268.22
1941       5-9     5214917.00   5370579.92  10585496.92
1941      10-14    5738285.78   5902075.90  11640361.68
1941      15-19    6125849.48   6148928.76  12274778.24
1941      20-24    5924891.95   5719041.10  11643933.05
1941      25-29    5698189.15   5474536.98  11172726.13
1941      30-34    5231089.24   5096545.20  10327634.44
1941      35-39    4865792.23   4788071.23   9653863.46
1941      40-44    4424645.01   4459569.87   8884214.88
1941      45-49    4087609.96   4233547.93   8321157.89
1941      50-54    3551945.20   3782815.50   7334760.70
1941      55-59    2900776.55   3069533.49   5970310.04
1941      60-64    2395259.09   2461456.31   4856715.40
1941      65-69    1926825.62   1908682.17   3835507.79
1941      70-74    1327753.40   1293219.15   2620972.55
1941      75-79     799526.59    736915.42   1536442.01
1941      80-84     449764.51    373798.60    823563.11
1941      85-89     165419.20    124886.31    290305.51
1941      90-94      44932.05     29709.27     74641.32
1941      95-99       9380.07      5751.50     15131.57
1941     100-104      1598.98       913.56      2512.54
1941     105-109       173.32        86.31       259.63
1941     110+           13.62         5.54        19.16
1942       0       1095847.65   1150299.99   2246147.64
1942       1-4     4351817.15   4478218.20   8830035.35
1942       5-9     5161438.91   5306130.03  10467568.94
1942      10-14    5653790.77   5834679.94  11488470.71
1942      15-19    6082979.60   6058323.30  12141302.90
1942      20-24    5956570.90   5644756.17  11601327.07
1942      25-29    5759259.22   5421317.82  11180577.04
1942      30-34    5304473.87   5098460.27  10402934.14
1942      35-39    4947349.75   4824027.41   9771377.16
1942      40-44    4499358.18   4505556.16   9004914.34
1942      45-49    4151780.83   4268046.57   8419827.40
1942      50-54    3619158.44   3823655.40   7442813.84
1942      55-59    2973736.85   3127175.93   6100912.78
1942      60-64    2464289.02   2524242.20   4988531.22
1942      65-69    1986672.33   1959745.22   3946417.55
1942      70-74    1371565.61   1327564.42   2699130.03
1942      75-79     827920.17    757147.49   1585067.66
1942      80-84     465820.43    383014.35    848834.78
1942      85-89     174568.36    130412.42    304980.78
1942      90-94      46498.13     30517.52     77015.65
1942      95-99       9708.66      5883.21     15591.87
1942     100-104      1639.82       932.60      2572.42
1942     105-109       172.46        81.94       254.40
1942     110+           15.50         7.11        22.61
1943       0       1223948.43   1285419.80   2509368.23
1943       1-4     4504861.53   4645676.01   9150537.54
1943       5-9     5152963.60   5272694.11  10425657.71
1943      10-14    5557374.63   5777923.01  11335297.64
1943      15-19    6029712.01   5843589.04  11873301.05
1943      20-24    5978021.91   5279243.83  11257265.74
1943      25-29    5811567.12   5231663.03  11043230.15
1943      30-34    5372591.77   5025339.72  10397931.49
1943      35-39    5023204.09   4811939.73   9835143.82
1943      40-44    4572384.39   4541041.10   9113425.49
1943      45-49    4218632.32   4302046.56   8520678.88
1943      50-54    3686640.94   3865057.53   7551698.47
1943      55-59    3044514.07   3181572.61   6226086.68
1943      60-64    2533366.72   2584708.97   5118075.69
1943      65-69    2048485.53   2012034.06   4060519.59
1943      70-74    1418127.46   1364708.84   2782836.30
1943      75-79     858269.98    779252.07   1637522.05
1943      80-84     480825.28    391888.66    872713.94
1943      85-89     185017.01    137329.29    322346.30
1943      90-94      48567.42     31654.27     80221.69
1943      95-99      10236.97      6091.18     16328.15
1943     100-104      1656.00       969.89      2625.89
1943     105-109       172.22        87.70       259.92
1943     110+           17.01         7.87        24.88
1944       0       1270660.55   1333389.17   2604049.72
1944       1-4     4756108.71   4910622.22   9666730.93
1944       5-9     5200751.66   5329912.23  10530663.89
1944      10-14    5450821.50   5654243.18  11105064.68
1944      15-19    5964788.16   5477408.21  11442196.37
1944      20-24    5985999.99   4482575.34  10468575.33
1944      25-29    5857057.54   4772079.46  10629137.00
1944      30-34    5436583.56   4774473.98  10211057.54
1944      35-39    5096599.99   4711284.94   9807884.93
1944      40-44    4643878.48   4575553.43   9219431.91
1944      45-49    4285176.50   4336547.94   8621724.44
1944      50-54    3752868.00   3906054.80   7658922.80
1944      55-59    3113314.94   3233569.87   6346884.81
1944      60-64    2601269.82   2642578.08   5243847.90
1944      65-69    2110202.57   2064108.61   4174311.18
1944      70-74    1463730.99   1401097.36   2864828.35
1944      75-79     888068.68    801354.98   1689423.66
1944      80-84     490246.96    395744.04    885991.00
1944      85-89     193312.22    141603.49    334915.71
1944      90-94      49365.81     31954.53     81320.34
1944      95-99      10437.04      6252.22     16689.26
1944     100-104      1671.97       988.20      2660.17
1944     105-109       178.21        95.89       274.10
1944     110+           21.96        10.45        32.41
1945       0       1215128.09   1274514.28   2489642.37
1945       1-4     5045275.37   5217018.06  10262293.43
1945       5-9     5282568.42   5439765.78  10722334.20
1945      10-14    5344740.84   5518996.32  10863737.16
1945      15-19    5886881.93   5124123.29  11011005.22
1945      20-24    5979983.56   3637608.21   9617591.77
1945      25-29    5900561.64   4148210.96  10048772.60
1945      30-34    5499589.04   4434093.15   9933682.19
1945      35-39    5173109.58   4572835.62   9745945.20
1945      40-44    4716602.74   4611545.21   9328147.95
1945      45-49    4349554.39   4375057.53   8724611.92
1945      50-54    3819574.74   3947558.90   7767133.64
1945      55-59    3184904.18   3287578.09   6472482.27
1945      60-64    2671565.76   2703087.67   5374653.43
1945      65-69    2175894.38   2119167.71   4295062.09
1945      70-74    1512566.27   1440108.99   2952675.26
1945      75-79     921684.90    827371.27   1749056.17
1945      80-84     503020.23    403670.79    906691.02
1945      85-89     204137.97    148380.03    352518.00
1945      90-94      51834.38     33340.46     85174.84
1945      95-99      10990.50      6515.75     17506.25
1945     100-104      1723.09      1014.19      2737.28
1945     105-109       180.63       103.08       283.71
1945     110+           27.28        10.93        38.21
1946       0       1187947.45   1244357.12   2432304.57
1946       1-4     5247153.05   5432272.54  10679425.59
1946       5-9     5398090.45   5561459.51  10959549.96
1946      10-14    5277402.42   5484804.73  10762207.15
1946      15-19    5789077.69   5073736.98  10862814.67
1946      20-24    5985531.51   4397964.39  10383495.90
1946      25-29    5963109.58   4790038.37  10753147.95
1946      30-34    5570104.10   4830487.66  10400591.76
1946      35-39    5259627.39   4817331.51  10076958.90
1946      40-44    4792104.11   4699194.53   9491298.64
1946      45-49    4406591.42   4422572.60   8829164.02
1946      50-54    3884601.93   3989556.16   7874158.09
1946      55-59    3259239.48   3346082.20   6605321.68
1946      60-64    2741584.60   2765082.19   5506666.79
1946      65-69    2242994.96   2174572.59   4417567.55
1946      70-74    1563887.84   1480567.85   3044455.69
1946      75-79     958390.16    856581.77   1814971.93
1946      80-84     520742.83    415930.52    936673.35
1946      85-89     216522.71    155700.08    372222.79
1946      90-94      55390.58     35375.65     90766.23
1946      95-99      11485.81      6807.57     18293.38
1946     100-104      1863.52      1037.59      2901.11
1946     105-109       205.58       110.56       316.14
1946     110+           34.54        11.27        45.81
1947       0       1430149.59   1498047.77   2928197.36
1947       1-4     5353347.27   5544875.89  10898223.16
1947       5-9     5574270.44   5750024.23  11324294.67
1947      10-14    5256447.56   5470404.97  10726852.53
1947      15-19    5674336.99   5292863.01  10967200.00
1947      20-24    5989980.83   5554712.34  11544693.17
1947      25-29    6041104.10   5784693.16  11825797.26
1947      30-34    5645101.37   5416621.91  11061723.28
1947      35-39    5357641.10   5168632.88  10526273.98
1947      40-44    4869042.68   4806600.00   9675642.68
1947      45-49    4450087.30   4462537.00   8912624.30
1947      50-54    3945635.28   4026545.19   7972180.47
1947      55-59    3337378.06   3408589.04   6745967.10
1947      60-64    2809792.26   2828700.58   5638492.84
1947      65-69    2309344.30   2228350.23   4537694.53
1947      70-74    1614403.05   1518589.82   3132992.87
1947      75-79     996119.70    887150.48   1883270.18
1947      80-84     544765.99    433697.40    978463.39
1947      85-89     227300.05    162943.64    390243.69
1947      90-94      59952.97     37540.58     97493.55
1947      95-99      11818.63      6939.33     18757.96
1947     100-104      1990.37      1100.49      3090.86
1947     105-109       233.45       129.09       362.54
1947     110+           40.74        14.65        55.39
1948       0       1615883.21   1694540.14   3310423.35
1948       1-4     5575268.47   5777344.19  11352612.66
1948       5-9     5860018.90   6056700.97  11916719.87
1948      10-14    5280096.99   5477536.76  10757633.75
1948      15-19    5555336.98   5435027.39  10990364.37
1948      20-24    5969463.02   5641526.03  11610989.05
1948      25-29    6117605.48   5876558.91  11994164.39
1948      30-34    5721106.86   5487572.60  11208679.46
1948      35-39    5466848.05   5266635.62  10733483.67
1948      40-44    4948670.96   4881104.10   9829775.06
1948      45-49    4482775.78   4484523.29   8967299.07
1948      50-54    4005769.97   4057539.73   8063309.70
1948      55-59    3423001.00   3475093.15   6898094.15
1948      60-64    2880262.30   2896342.74   5776605.04
1948      65-69    2377789.73   2280911.78   4658701.51
1948      70-74    1665334.00   1553342.91   3218676.91
1948      75-79    1036425.23    918852.37   1955277.60
1948      80-84     571034.96    451702.52   1022737.48
1948      85-89     235190.12    167363.74    402553.86
1948      90-94      63839.61     39684.62    103524.23
1948      95-99      12176.00      6989.75     19165.75
1948     100-104      2111.58      1160.20      3271.78
1948     105-109       262.53       149.66       412.19
1948     110+           51.84        21.38        73.22
1949       0       1548567.83   1620913.61   3169481.44
1949       1-4     5936634.27   6157840.46  12094474.73
1949       5-9     6165279.81   6376858.57  12542138.38
1949      10-14    5347705.65   5540634.00  10888339.65
1949      15-19    5438342.45   5394863.03  10833205.48
1949      20-24    5935945.21   5625931.51  11561876.72
1949      25-29    6191095.89   5918054.80  12109150.69
1949      30-34    5799262.77   5546087.69  11345350.46
1949      35-39    5582995.65   5373156.17  10956151.82
1949      40-44    5031022.64   4961616.45   9992639.09
1949      45-49    4512519.21   4505032.87   9017552.08
1949      50-54    4068230.14   4089547.94   8157778.08
1949      55-59    3514654.60   3548106.85   7062761.45
1949      60-64    2953137.83   2967946.90   5921084.73
1949      65-69    2447676.23   2333446.12   4781122.35
1949      70-74    1717517.97   1587607.96   3305125.93
1949      75-79    1079278.16    951443.40   2030721.56
1949      80-84     601142.85    471726.83   1072869.68
1949      85-89     242338.66    170801.19    413139.85
1949      90-94      67603.25     41596.41    109199.66
1949      95-99      12519.03      7153.59     19672.62
1949     100-104      2177.14      1210.72      3387.86
1949     105-109       297.51       174.16       471.67
1949     110+           65.48        29.99        95.47
1950       0       1547234.77   1610744.89   3157979.66
1950       1-4     6284446.81   6527089.24  12811536.05
1950       5-9     6413006.97   6644725.81  13057732.78
1950      10-14    5435432.14   5630856.61  11066288.75
1950      15-19    5325347.95   5311408.23  10636756.18
1950      20-24    5887421.91   5599997.26  11487419.17
1950      25-29    6244040.29   5951536.98  12195577.27
1950      30-34    5877763.29   5612093.15  11489856.44
1950      35-39    5692284.83   5479635.63  11171920.46
1950      40-44    5113897.91   5045112.35  10159010.26
1950      45-49    4545808.98   4529534.25   9075343.23
1950      50-54    4126221.28   4120536.98   8246758.26
1950      55-59    3595321.02   3616805.93   7212126.95
1950      60-64    3015210.31   3027237.65   6042447.96
1950      65-69    2540665.87   2400334.03   4940999.90
1950      70-74    1771374.58   1622173.25   3393547.83
1950      75-79    1125584.69    985113.84   2110698.53
1950      80-84     636130.28    494526.27   1130656.55
1950      85-89     250508.11    175371.52    425879.63
1950      90-94      72079.00     44085.09    116164.09
1950      95-99      13128.12      7347.15     20475.27
1950     100-104      2313.96      1252.64      3566.60
1950     105-109       352.68       201.82       554.50
1950     110+           85.92        40.64       126.56
1951       0       1583261.29   1639347.42   3222608.71
1951       1-4     6653141.09   6916213.53  13569354.62
1951       5-9     6604449.91   6853533.71  13457983.62
1951      10-14    5554509.41   5753703.81  11308213.22
1951      15-19    5243427.41   5221846.58  10465273.99
1951      20-24    5814879.46   5416000.01  11230879.47
1951      25-29    6239930.77   5912356.17  12152286.94
1951      30-34    5971649.32   5680594.52  11652243.84
1951      35-39    5771076.72   5550057.54  11321134.26
1951      40-44    5200624.65   5117084.94  10317709.59
1951      45-49    4611070.61   4579602.74   9190673.35
1951      50-54    4168609.40   4143024.66   8311634.06
1951      55-59    3675210.27   3677810.19   7353020.46
1951      60-64    3080654.88   3074610.62   6155265.50
1951      65-69    2636869.85   2471584.73   5108454.58
1951      70-74    1830300.82   1661701.48   3492002.30
1951      75-79    1175070.88   1020240.87   2195311.75
1951      80-84     671559.82    515894.00   1187453.82
1951      85-89     261078.41    181078.73    442157.14
1951      90-94      77487.39     47040.75    124528.14
1951      95-99      13812.68      7629.69     21442.37
1951     100-104      2379.67      1282.31      3661.98
1951     105-109       400.86       227.57       628.43
1951     110+          109.31        56.03       165.34
1952       0       1648457.43   1706915.55   3355372.98
1952       1-4     6809269.30   7074677.08  13883946.38
1952       5-9     6955738.46   7220041.79  14175780.25
1952      10-14    5736552.03   5945236.58  11681788.61
1952      15-19    5214431.99   5156975.34  10371407.33
1952      20-24    5716852.06   5058019.18  10774871.24
1952      25-29    6187416.44   5830419.19  12017835.63
1952      30-34    6082654.80   5764635.62  11847290.42
1952      35-39    5825071.23   5595567.12  11420638.35
1952      40-44    5292126.02   5185602.75  10477728.77
1952      45-49    4718106.54   4667136.98   9385243.52
1952      50-54    4196189.70   4158517.82   8354707.52
1952      55-59    3753853.82   3726046.57   7479900.39
1952      60-64    3172044.92   3132654.36   6304699.28
1952      65-69    2709402.92   2530088.11   5239491.03
1952      70-74    1898415.76   1711467.32   3609883.08
1952      75-79    1224663.01   1055177.34   2279840.35
1952      80-84     699433.86    533122.67   1232556.53
1952      85-89     275447.21    189235.17    464682.38
1952      90-94      82212.52     49477.61    131690.13
1952      95-99      14479.79      7802.37     22282.16
1952     100-104      2386.24      1255.73      3641.97
1952     105-109       456.20       253.49       709.69
1952     110+          138.95        74.13       213.08
1953       0       1703883.07   1766289.81   3470172.88
1953       1-4     6829814.19   7088249.77  13918063.96
1953       5-9     7362430.40   7642889.90  15005320.30
1953      10-14    6020132.93   6244499.35  12264632.28
1953      15-19    5248037.80   5192621.91  10440659.71
1953      20-24    5589800.00   4808797.25  10398597.25
1953      25-29    6136945.21   5791473.98  11928419.19
1953      30-34    6165071.24   5824027.40  11989098.64
1953      35-39    5873561.65   5631531.51  11505093.16
1953      40-44    5382621.91   5252580.83  10635202.74
1953      45-49    4834120.83   4759616.44   9593737.27
1953      50-54    4230899.30   4186057.53   8416956.83
1953      55-59    3805623.11   3749517.80   7555140.91
1953      60-64    3274226.52   3195800.16   6470026.68
1953      65-69    2778089.78   2584665.44   5362755.22
1953      70-74    1973131.92   1765712.77   3738844.69
1953      75-79    1272652.47   1087757.91   2360410.38
1953      80-84     732766.93    554191.52   1286958.45
1953      85-89     292288.39    199316.72    491605.11
1953      90-94      86018.52     51708.05    137726.57
1953      95-99      15323.87      8039.81     23363.68
1953     100-104      2307.73      1220.79      3528.52
1953     105-109       493.09       276.50       769.59
1953     110+          176.04        99.62       275.66
1954       0       1763573.33   1826171.86   3589745.19
1954       1-4     6953158.20   7212559.03  14165717.23
1954       5-9     7661175.28   7951837.20  15613012.48
1954      10-14    6320102.74   6554944.53  12875047.27
1954      15-19    5335641.09   5287136.99  10622778.08
1954      20-24    5456835.62   4698399.99  10155235.61
1954      25-29    6075386.30   5756931.52  11832317.82
1954      30-34    6227098.62   5887646.57  12114745.19
1954      35-39    5916556.18   5666564.37  11583120.55
1954      40-44    5466106.85   5315591.78  10781698.63
1954      45-49    4948253.85   4852136.98   9800390.83
1954      50-54    4286083.84   4234575.34   8520659.18
1954      55-59    3849880.59   3770868.12   7620748.71
1954      60-64    3369953.31   3251228.25   6621181.56
1954      65-69    2848928.32   2639621.64   5488549.96
1954      70-74    2057149.71   1826956.46   3884106.17
1954      75-79    1320510.13   1120640.65   2441150.78
1954      80-84     763252.10    571561.11   1334813.21
1954      85-89     309678.21    208461.52    518139.73
1954      90-94      89106.30     52901.98    142008.28
1954      95-99      16127.56      8454.53     24582.09
1954     100-104      2376.49      1223.76      3600.25
1954     105-109       470.58       267.69       738.27
1954     110+          181.07       106.04       287.11
1955       0       1819285.02   1885095.41   3704380.43
1955       1-4     7124588.08   7386109.44  14510697.52
1955       5-9     8007797.36   8308990.28  16316787.64
1955      10-14    6555734.47   6799130.61  13354865.08
1955      15-19    5422597.27   5357054.79  10779652.06
1955      20-24    5365915.07   4766284.94  10132200.01
1955      25-29    5990380.82   5708435.61  11698816.43
1955      30-34    6284558.92   5970079.45  12254638.37
1955      35-39    5967071.67   5718076.70  11685148.37
1955      40-44    5541582.46   5379583.56  10921166.02
1955      45-49    5062491.67   4950131.50  10012623.17
1955      50-54    4348172.78   4288071.24   8636244.02
1955      55-59    3906159.02   3807386.88   7713545.90
1955      60-64    3455687.13   3299022.71   6754709.84
1955      65-69    2919127.03   2690663.74   5609790.77
1955      70-74    2148072.90   1894504.10   4042577.00
1955      75-79    1369502.57   1154434.42   2523936.99
1955      80-84     797831.86    591640.09   1389471.95
1955      85-89     332136.78    222045.46    554182.24
1955      90-94      93710.79     54945.03    148655.82
1955      95-99      17623.59      9069.56     26693.15
1955     100-104      2431.60      1264.20      3695.80
1955     105-109       495.49       269.43       764.92
1955     110+          177.68       114.32       292.00
1956       0       1865141.98   1932564.46   3797706.44
1956       1-4     7308559.73   7575173.88  14883733.61
1956       5-9     8405455.29   8716825.21  17122280.50
1956      10-14    6732508.16   6981558.02  13714066.18
1956      15-19    5530698.63   5451704.10  10982402.73
1956      20-24    5311936.98   4868997.27  10180934.25
1956      25-29    5911904.10   5665947.94  11577852.04
1956      30-34    6291460.28   5993484.92  12284945.20
1956      35-39    6050636.10   5793128.76  11843764.86
1956      40-44    5615083.91   5441084.94  11056168.85
1956      45-49    5162177.05   5036104.12  10198281.17
1956      50-54    4421415.80   4349597.26   8771013.06
1956      55-59    3968327.79   3850558.91   7818886.70
1956      60-64    3537202.23   3343700.70   6880902.93
1956      65-69    2986126.05   2733452.54   5719578.59
1956      70-74    2233695.74   1957672.99   4191368.73
1956      75-79    1419253.24   1186766.68   2606019.92
1956      80-84     832724.26    611089.22   1443813.48
1956      85-89     353576.31    233846.25    587422.56
1956      90-94      98717.00     57493.52    156210.52
1956      95-99      19288.35      9799.88     29088.23
1956     100-104      2507.74      1276.07      3783.81
1956     105-109       515.33       281.17       796.50
1956     110+          166.82       125.51       292.33
1957       0       1928014.00   1997146.25   3925160.25
1957       1-4     7471322.85   7741284.35  15212607.20
1957       5-9     8620214.30   8934544.04  17554758.34
1957      10-14    7077594.75   7337852.99  14415447.74
1957      15-19    5710293.16   5649336.99  11359630.15
1957      20-24    5286493.14   4874016.43  10160509.57
1957      25-29    5828868.50   5605386.32  11434254.82
1957      30-34    6250427.39   5965939.72  12216367.11
1957      35-39    6159314.63   5883117.81  12042432.44
1957      40-44    5687962.26   5499575.35  11187537.61
1957      45-49    5250102.83   5112605.48  10362708.31
1957      50-54    4519177.45   4431627.39   8950804.84
