The United States of America,  Population size (1-year)     Last modified: 18-Dec-2015, MPv5 (May07)

Year     Age      Female         Male        Total
1933       0     984472.26   1015361.55   1999833.81
1933       1    1040496.02   1064088.29   2104584.31
1933       2    1093043.81   1117527.14   2210570.95
1933       3    1107994.31   1135046.59   2243040.90
1933       4    1130624.43   1179513.62   2310138.05
1933       5    1168930.56   1228225.14   2397155.70
1933       6    1190706.56   1238800.33   2429506.89
1933       7    1203816.58   1245575.51   2449392.09
1933       8    1224285.20   1255721.28   2480006.48
1933       9    1230968.73   1254639.67   2485608.40
1933      10    1243608.10   1262739.94   2506348.04
1933      11    1249850.28   1267993.62   2517843.90
1933      12    1228302.26   1245293.97   2473596.23
1933      13    1206337.89   1218516.85   2424854.74
1933      14    1188784.61   1197005.32   2385789.93
1933      15    1176488.92   1180812.04   2357300.96
1933      16    1170673.13   1170300.59   2340973.72
1933      17    1167275.44   1161957.37   2329232.81
1933      18    1162654.19   1152703.87   2315358.06
1933      19    1156408.23   1142105.21   2298513.44
1933      20    1147875.30   1129141.23   2277016.53
1933      21    1136672.00   1113535.47   2250207.47
1933      22    1123857.96   1096584.79   2220442.75
1933      23    1110709.37   1079680.91   2190390.28
1933      24    1096608.03   1062812.95   2159420.98
1933      25    1079965.15   1045562.60   2125527.75
1933      26    1060496.39   1027992.05   2088488.44
1933      27    1039616.10   1010508.45   2050124.55
1933      28    1018693.99    993583.66   2012277.65
1933      29     998073.52    977303.70   1975377.22
1933      30     978027.71    961582.96   1939610.67
1933      31     958912.65    946540.27   1905452.92
1933      32     940299.53    932086.07   1872385.60
1933      33     920939.68    917262.40   1838202.08
1933      34     903171.39    904394.37   1807565.76
1933      35     892446.19    898986.17   1791432.36
1933      36     889940.52    902123.05   1792063.57
1933      37     891248.73    909205.25   1800453.98
1933      38     893244.22    916838.05   1810082.27
1933      39     892355.50    921491.37   1813846.87
1933      40     881428.19    916325.40   1797753.59
1933      41     858248.86    899079.39   1757328.25
1933      42     828830.48    875488.71   1704319.19
1933      43     798425.74    850676.32   1649102.06
1933      44     768700.87    825753.84   1594454.71
1933      45     742409.96    802387.28   1544797.24
1933      46     720698.67    781340.15   1502038.82
1933      47     700887.74    760812.69   1461700.43
1933      48     680400.85    739017.82   1419418.67
1933      49     659476.01    716413.75   1375889.76
1933      50     638846.89    694083.67   1332930.56
1933      51     618614.82    672324.86   1290939.68
1933      52     598721.12    650785.85   1249506.97
1933      53     579282.36    629342.55   1208624.91
1933      54     559732.35    607413.91   1167146.26
1933      55     538811.14    583674.98   1122486.12
1933      56     516201.91    557859.44   1074061.35
1933      57     492887.59    531131.07   1024018.66
1933      58     469598.70    504327.23    973925.93
1933      59     446910.33    478214.86    925125.19
1933      60     426018.75    454313.15    880331.90
1933      61     407154.01    432971.91    840125.92
1933      62     389279.59    412937.44    802217.03
1933      63     371784.18    393244.62    765028.80
1933      64     354238.67    373363.18    727601.85
1933      65     335721.79    352288.85    688010.64
1933      66     316022.41    329728.38    645750.79
1933      67     295930.98    306697.61    602628.59
1933      68     276018.03    283952.98    559971.01
1933      69     256669.03    262050.89    518719.92
1933      70     238692.39    242088.59    480780.98
1933      71     222258.51    224299.33    446557.84
1933      72     206749.55    207769.04    414518.59
1933      73     191679.07    191748.31    383427.38
1933      74     178287.32    177279.02    355566.34
1933      75     163503.40    161153.37    324656.77
1933      76     145929.29    142219.74    288149.03
1933      77     128871.79    124013.40    252885.19
1933      78     112846.69    107013.08    219859.77
1933      79      98255.19     91595.54    189850.73
1933      80      87364.61     77763.31    165127.92
1933      81      75387.05     65757.42    141144.47
1933      82      64697.36     55255.48    119952.84
1933      83      54926.81     45896.00    100822.81
1933      84      45993.83     37624.48     83618.31
1933      85      37970.97     30352.53     68323.50
1933      86      30902.47     24145.71     55048.18
1933      87      24818.96     18912.33     43731.29
1933      88      19703.42     14571.39     34274.81
1933      89      15430.51     11051.13     26481.64
1933      90      11923.33      8242.66     20165.99
1933      91       9151.11      6081.31     15232.42
1933      92       6920.73      4438.31     11359.04
1933      93       5157.54      3214.72      8372.26
1933      94       3804.99      2302.45      6107.44
1933      95       2789.98      1627.14      4417.12
1933      96       2023.58      1141.24      3164.82
1933      97       1491.69       826.12      2317.81
1933      98       1126.22       648.77      1774.99
1933      99        897.78       501.93      1399.71
1933     100        648.47       360.81      1009.28
1933     101        446.60       246.30       692.90
1933     102        302.33       165.24       467.57
1933     103        202.59       108.35       310.94
1933     104        133.94        71.00       204.94
1933     105         86.67        45.50       132.17
1933     106         54.97        29.45        84.42
1933     107         34.97        18.61        53.58
1933     108         22.35        10.85        33.20
1933     109         13.23         6.58        19.81
1933     110        14.48         7.02        21.50
1934       0     937185.83    968955.42   1906141.25
1934       1     970696.52    993352.82   1964049.34
1934       2    1062002.51   1083452.39   2145454.90
1934       3    1095555.15   1121220.22   2216775.37
1934       4    1105999.34   1132665.89   2238665.23
1934       5    1141944.42   1197735.37   2339679.79
1934       6    1168070.85   1224604.97   2392675.82
1934       7    1188694.90   1235275.28   2423970.18
1934       8    1202929.85   1243034.26   2445964.11
1934       9    1223100.66   1253185.93   2476286.59
1934      10    1229832.13   1252623.16   2482455.29
1934      11    1243790.20   1261857.49   2505647.69
1934      12    1247689.63   1264426.50   2512116.13
1934      13    1226644.81   1241138.71   2467783.52
1934      14    1205341.27   1214544.86   2419886.13
1934      15    1187793.13   1192502.37   2380295.50
1934      16    1175360.70   1175720.99   2351081.69
1934      17    1169297.56   1165002.33   2334299.89
1934      18    1165564.73   1156757.45   2322322.18
1934      19    1160611.80   1147665.68   2308277.48
1934      20    1154058.66   1137226.73   2291285.39
1934      21    1145111.15   1124426.31   2269537.46
1934      22    1133279.15   1108795.77   2242074.92
1934      23    1119733.73   1091737.91   2211471.64
1934      24    1105886.42   1074787.87   2180674.29
1934      25    1091059.10   1057901.19   2148960.29
1934      26    1073997.29   1040759.04   2114756.33
1934      27    1054670.10   1023481.64   2078151.74
1934      28    1034385.17   1006438.34   2040823.51
1934      29    1014116.12    989937.56   2004053.68
1934      30     994145.39    974044.41   1968189.80
1934      31     974636.29    958606.15   1933242.44
1934      32     955774.59    943712.54   1899487.13
1934      33     937132.73    929234.30   1866367.03
1934      34     917674.10    914315.26   1831989.36
1934      35     899868.36    901393.07   1801261.43
1934      36     888874.45    895644.11   1784518.56
1934      37     885739.31    898056.47   1783795.78
1934      38     886151.22    904121.27   1790272.49
1934      39     887235.79    910687.46   1797923.25
1934      40     885366.73    914198.57   1799565.30
1934      41     873780.57    908174.76   1781955.33
1934      42     850606.78    890779.16   1741385.94
1934      43     821717.43    867566.54   1689283.97
1934      44     791871.86    843175.03   1635046.89
1934      45     762750.20    818699.07   1581449.27
1934      46     736779.48    795476.40   1532255.88
1934      47     714814.39    773965.28   1488779.67
1934      48     694280.21    752473.52   1446753.73
1934      49     673042.84    729687.85   1402730.69
1934      50     651393.02    706126.86   1357519.88
1934      51     630162.09    682965.10   1313127.19
1934      52     609661.12    660646.28   1270307.40
1934      53     589785.96    638818.35   1228604.31
1934      54     570421.02    617152.67   1187573.69
1934      55     550919.40    594977.85   1145897.25
1934      56     530154.18    571174.22   1101328.40
1934      57     507866.32    545562.07   1053428.39
1934      58     484945.76    519197.66   1004143.42
1934      59     462011.71    492730.34    954742.05
1934      60     439692.13    466975.51    906667.64
1934      61     418890.36    443201.60    862091.96
1934      62     399702.47    421598.76    821301.23
1934      63     381165.78    401007.54    782173.32
1934      64     362991.38    380795.75    743787.13
1934      65     344836.77    360466.90    705303.67
1934      66     325733.29    338997.22    664730.51
1934      67     305667.40    316211.88    621879.28
1934      68     285355.45    293064.48    578419.93
1934      69     265188.01    270165.58    535353.59
1934      70     245555.47    248063.67    493619.14
1934      71     227273.84    227874.22    455148.06
1934      72     210621.56    209954.77    420576.33
1934      73     194987.22    193414.82    388402.04
1934      74     179891.41    177514.50    357405.91
1934      75     169265.11    165865.37    335130.48
1934      76     151686.57    147228.87    298915.44
1934      77     134445.68    128964.33    263410.01
1934      78     117777.72    111474.18    229251.90
1934      79     102198.33     95236.35    197434.68
1934      80      90813.83     80974.50    171788.33
1934      81      77934.29     68035.66    145969.95
1934      82      66564.11     56832.03    123396.14
1934      83      56535.46     47164.20    103699.66
1934      84      47479.60     38670.66     86150.26
1934      85      39280.09     31256.59     70536.68
1934      86      32059.08     24899.35     56958.43
1934      87      25732.77     19517.09     45249.86
1934      88      20355.17     15048.27     35403.44
1934      89      15909.27     11411.92     27321.19
1934      90      12245.73      8516.75     20762.48
1934      91       9342.74      6296.54     15639.28
1934      92       7083.10      4614.17     11697.27
1934      93       5296.94      3360.05      8656.99
1934      94       3909.58      2435.27      6344.85
1934      95       2858.07      1730.78      4588.85
1934      96       2102.03      1215.89      3317.92
1934      97       1531.33       846.40      2377.73
1934      98       1143.80       616.41      1760.21
1934      99        871.39       492.91      1364.30
1934     100        667.31       357.61      1024.92
1934     101        459.84       239.74       699.58
1934     102        313.12       160.52       473.64
1934     103        209.32       105.17       314.49
1934     104        138.78        66.79       205.57
1934     105         90.85        42.58       133.43
1934     106         58.04        26.31        84.35
1934     107         36.25        16.64        52.89
1934     108         22.92        10.18        33.10
1934     109         14.72         5.35        20.07
1934     110        16.63         5.25        21.88
1935       0     940123.46    972986.85   1913110.31
1935       1     933628.85    956091.02   1889719.87
1935       2    1023898.62   1043710.73   2067609.35
1935       3    1070758.00   1095206.12   2165964.12
1935       4    1094354.27   1119606.32   2213960.59
1935       5    1129679.98   1170277.82   2299957.80
1935       6    1141216.48   1193674.83   2334891.31
1935       7    1167404.39   1220082.17   2387486.56
1935       8    1187812.18   1231617.43   2419429.61
1935       9    1202670.87   1240187.47   2442858.34
1935      10    1222444.21   1250725.71   2473169.92
1935      11    1230429.58   1251698.56   2482128.14
1935      12    1243292.98   1259355.72   2502648.70
1935      13    1245330.92   1258615.72   2503946.64
1935      14    1225469.36   1234971.08   2460440.44
1935      15    1204974.44   1208171.03   2413145.47
1935      16    1187532.62   1185229.03   2372761.65
1935      17    1174969.46   1167928.67   2342898.13
1935      18    1168595.07   1157364.22   2325959.29
1935      19    1164478.80   1149642.24   2314121.04
1935      20    1159155.30   1141122.45   2300277.75
1935      21    1152102.52   1131177.20   2283279.72
1935      22    1142328.14   1118657.76   2260985.90
1935      23    1129344.09   1103052.08   2232396.17
1935      24    1114525.24   1085958.23   2200483.47
1935      25    1099336.57   1068993.20   2168329.77
1935      26    1083413.52   1052175.74   2135589.26
1935      27    1066083.68   1035397.51   2101481.19
1935      28    1047490.25   1018839.64   2066329.89
1935      29    1028448.15   1002666.32   2031114.47
1935      30    1009461.58    986998.08   1996459.66
1935      31     990664.63    971834.09   1962498.72
1935      32     971948.72    956922.15   1928870.87
1935      33     953332.15    942250.86   1895583.01
1935      34     934611.81    927789.66   1862401.47
1935      35     915145.98    912917.98   1828063.96
1935      36     897185.28    899849.38   1797034.66
1935      37     885476.44    893330.55   1778806.99
1935      38     880978.10    894282.76   1775260.86
1935      39     879738.65    898534.73   1778273.38
1935      40     879045.46    903149.17   1782194.63
1935      41     875626.53    904931.89   1780558.42
1935      42     863464.99    898180.66   1761645.65
1935      43     840916.69    881265.51   1722182.20
1935      44     813208.61    859122.17   1672330.78
1935      45     784670.36    835870.99   1620541.35
1935      46     756612.34    812310.22   1568922.56
1935      47     730896.15    789098.17   1519994.32
1935      48     708156.30    766494.88   1474651.18
1935      49     686372.67    743401.72   1429774.39
1935      50     663902.75    719028.48   1382931.23
1935      51     641165.55    694031.71   1335197.26
1935      52     619313.82    669804.80   1289118.62
1935      53     598762.64    646933.38   1245696.02
1935      54     579145.89    624838.88   1203984.77
1935      55     560020.54    602887.82   1162908.36
1935      56     540829.58    580573.04   1121402.62
1935      57     520665.26    557088.52   1077753.78
1935      58     499250.95    532269.66   1031520.61
1935      59     477311.22    506912.02    984223.24
1935      60     455410.94    481549.42    936960.36
1935      61     433941.37    456756.03    890697.40
1935      62     413312.81    433293.28    846606.09
1935      63     393476.94    411218.43    804695.37
1935      64     373887.47    389782.36    763669.83
1935      65     354623.54    368696.14    723319.68
1935      66     335437.79    347527.15    682964.94
1935      67     315576.75    325477.01    641053.76
1935      68     295139.85    302463.27    597603.12
1935      69     274634.87    279275.38    553910.25
1935      70     254292.47    256353.04    510645.51
1935      71     234489.43    234234.19    468723.62
1935      72     216056.82    214021.37    430078.19
1935      73     199290.57    196087.50    395378.07
1935      74     183580.70    179548.57    363129.27
1935      75     174652.17    169443.96    344096.13
1935      76     157095.31    151246.37    308341.68
1935      77     139837.37    133229.22    273066.59
1935      78     123003.90    115697.91    238701.81
1935      79     106830.00     99053.20    205883.20
1935      80      94824.88     84453.94    179278.82
1935      81      80874.02     70673.33    151547.35
1935      82      68644.71     58691.00    127335.71
1935      83      57985.29     48439.31    106424.60
1935      84      48727.94     39718.82     88446.76
1935      85      40466.34     32129.26     72595.60
1935      86      33129.43     25656.56     58785.99
1935      87      26698.95     20140.39     46839.34
1935      88      21114.28     15532.63     36646.91
1935      89      16429.40     11771.74     28201.14
1935      90      12603.77      8757.50     21361.27
1935      91       9552.34      6449.88     16002.22
1935      92       7170.96      4713.42     11884.38
1935      93       5367.94      3432.24      8800.18
1935      94       3973.40      2496.76      6470.16
1935      95       2905.07      1805.37      4710.44
1935      96       2130.78      1288.38      3419.16
1935      97       1583.67       910.04      2493.71
1935      98       1165.50       638.55      1804.05
1935      99        874.11       468.01      1342.12
1935     100        627.96       349.49       977.45
1935     101        456.93       233.20       690.13
1935     102        309.46       152.60       462.06
1935     103        207.18       100.27       307.45
1935     104        135.78        64.05       199.83
1935     105         88.48        39.10       127.58
1935     106         56.97        24.17        81.14
1935     107         35.56        14.24        49.80
1935     108         21.56         8.82        30.38
1935     109         13.47         5.19        18.66
1935     110        16.83         3.59        20.42
1936       0     955394.04    992736.40   1948130.44
1936       1     939591.24    962819.65   1902410.89
1936       2     993492.00   1013954.67   2007446.67
1936       3    1032347.78   1054687.37   2087035.15
1936       4    1069007.37   1092880.56   2161887.93
1936       5    1116386.61   1154638.32   2271024.93
1936       6    1126422.99   1165724.53   2292147.52
1936       7    1140624.17   1189784.87   2330409.04
1936       8    1166856.01   1215662.93   2382518.94
1936       9    1186961.05   1228009.64   2414970.69
1936      10    1202433.47   1237374.23   2439807.70
1936      11    1221787.83   1248236.02   2470023.85
1936      12    1230938.09   1250707.50   2481645.59
1936      13    1242622.79   1256640.97   2499263.76
1936      14    1242652.25   1252493.47   2495145.72
1936      15    1223921.47   1228445.00   2452366.47
1936      16    1204247.17   1201402.26   2405649.43
1936      17    1186894.69   1177587.77   2364482.46
1936      18    1174215.31   1159806.95   2334022.26
1936      19    1167574.19   1149445.23   2317019.42
1936      20    1163083.96   1142250.65   2305334.61
1936      21    1157367.92   1134292.85   2291660.77
1936      22    1149850.48   1124878.81   2274729.29
1936      23    1139323.75   1112694.35   2252018.10
1936      24    1125254.15   1097191.05   2222445.20
1936      25    1109173.87   1080092.71   2189266.58
1936      26    1092677.86   1063104.71   2155782.57
1936      27    1075667.58   1046341.98   2122009.56
1936      28    1058070.25   1029905.68   2087975.93
1936      29    1040217.60   1014045.36   2054262.96
1936      30    1022397.87    998718.53   2021116.40
1936      31    1004684.29    983859.86   1988544.15
1936      32     987038.63    969398.04   1956436.67
1936      33     969049.41    954941.92   1923991.33
1936      34     950593.48    940423.95   1891017.43
1936      35     931804.67    925980.81   1857785.48
1936      36     912314.16    911127.01   1823441.17
1936      37     894224.50    897916.48   1792140.98
1936      38     881835.22    890662.28   1772497.50
1936      39     876032.68    890172.35   1766205.03
1936      40     873156.39    892618.47   1765774.86
1936      41     870682.43    895270.65   1765953.08
1936      42     865688.64    895307.00   1760995.64
1936      43     852925.75    887779.88   1740705.63
1936      44     830933.97    871301.21   1702235.18
1936      45     804394.69    850161.68   1654556.37
1936      46     777095.78    828021.34   1605117.12
1936      47     750086.42    805316.26   1555402.68
1936      48     724599.74    782083.82   1506683.56
1936      49     701081.12    758389.84   1459470.96
1936      50     678070.07    733722.78   1411792.85
1936      51     654361.59    707794.99   1362156.58
1936      52     630586.05    681403.97   1311990.02
1936      53     608145.56    656180.95   1264326.51
1936      54     587574.71    632812.46   1220387.17
1936      55     568205.89    610459.42   1178665.31
1936      56     549304.14    588245.98   1137550.12
1936      57     530380.87    565774.28   1096155.15
1936      58     510715.48    542521.44   1053236.92
1936      59     490064.73    518382.91   1008447.64
1936      60     469022.36    493954.57    962976.93
1936      61     448080.38    469624.23    917704.61
1936      62     427408.81    445721.78    873130.59
1936      63     406933.42    422555.63    829489.05
1936      64     386483.04    400038.73    786521.77
1936      65     365875.28    377807.82    743683.10
1936      66     345528.85    355858.67    701387.52
1936      67     325333.98    333898.57    659232.55
1936      68     304728.42    311325.01    616053.43
1936      69     283919.06    288143.92    572062.98
1936      70     263248.07    264962.55    528210.62
1936      71     242755.22    242073.78    484829.00
1936      72     222817.19    220005.52    442822.71
1936      73     204295.14    199861.34    404156.48
1936      74     187459.93    181974.58    369434.51
1936      75     178694.12    171759.70    350453.82
1936      76     161766.44    154290.59    316057.03
1936      77     144449.44    136564.15    281013.59
1936      78     127584.25    119217.76    246802.01
1936      79     111296.08    102555.58    213851.66
1936      80      99700.52     88390.34    188090.86
1936      81      84784.87     73901.81    158686.68
1936      82      71593.77     61175.76    132769.53
1936      83      60118.43     50200.26    110318.69
1936      84      50207.21     40907.66     91114.87
1936      85      41662.83     33064.26     74727.09
1936      86      34169.20     26379.26     60548.46
1936      87      27560.09     20726.57     48286.66
1936      88      21849.59     15985.60     37835.19
1936      89      16977.10     12108.23     29085.33
1936      90      12967.21      9010.14     21977.35
1936      91       9822.15      6629.94     16452.09
1936      92       7345.20      4840.83     12186.03
1936      93       5454.11      3526.71      8980.82
1936      94       4057.17      2571.67      6628.84
1936      95       2978.88      1864.92      4843.80
1936      96       2177.05      1352.12      3529.17
1936      97       1603.12       966.21      2569.33
1936      98       1203.86       685.35      1889.21
1936      99        881.05       477.71      1358.76
1936     100        618.44       330.43       948.87
1936     101        421.94       234.26       656.20
1936     102        301.02       154.30       455.32
1936     103        199.58        99.08       298.66
1936     104        130.89        64.49       195.38
1936     105         83.60        40.48       124.08
1936     106         53.31        23.80        77.11
1936     107         33.64        14.39        48.03
1936     108         20.31         8.08        28.39
1936     109         11.75         5.00        16.75
1936     110        15.23         3.94        19.17
1937       0     950722.64    987796.10   1938518.74
1937       1     958881.76    986524.42   1945406.18
1937       2    1005385.84   1027909.31   2033295.15
1937       3    1002165.45   1024665.30   2026830.75
1937       4    1030291.07   1051842.50   2082133.57
1937       5    1090382.73   1126139.21   2216521.94
1937       6    1111505.64   1148568.96   2260074.60
1937       7    1123163.49   1161189.23   2284352.72
1937       8    1139996.85   1185836.39   2325833.24
1937       9    1166186.12   1211140.20   2377326.32
1937      10    1185981.93   1224278.37   2410260.30
1937      11    1202039.57   1234374.01   2436413.58
1937      12    1220890.45   1245526.37   2466416.82
1937      13    1231114.12   1249341.47   2480455.59
1937      14    1241471.62   1253450.24   2494921.86
1937      15    1239449.60   1245852.22   2485301.82
1937      16    1221863.59   1221367.93   2443231.52
1937      17    1202990.90   1194113.99   2397104.89
1937      18    1185745.26   1169471.49   2355216.75
1937      19    1172994.64   1151261.72   2324256.36
1937      20    1166094.79   1141112.74   2307207.53
1937      21    1161212.62   1134439.06   2295651.68
1937      22    1155137.52   1127078.73   2282216.25
1937      23    1147227.91   1118248.89   2265476.80
1937      24    1136012.33   1106477.41   2242489.74
1937      25    1120870.67   1091107.47   2211978.14
1937      26    1103563.45   1073996.63   2177560.08
1937      27    1085773.10   1056974.65   2142747.75
1937      28    1067689.10   1040251.16   2107940.26
1937      29    1049841.77   1024142.30   2073984.07
1937      30    1032717.41   1008959.53   2041676.94
1937      31    1016113.03    994457.68   2010570.71
1937      32     999650.93    980384.07   1980035.00
1937      33     983087.56    966551.90   1949639.46
1937      34     965736.01    952481.58   1918217.59
1937      35     947447.19    938117.44   1885564.63
1937      36     928576.90    923663.84   1852240.74
1937      37     909087.71    908834.92   1817922.63
1937      38     890901.08    895509.96   1786411.04
1937      39     877882.86    887530.88   1765413.74
1937      40     870787.61    885598.28   1756385.89
1937      41     866270.47    886227.56   1752498.03
1937      42     861993.74    886901.98   1748895.72
1937      43     855415.10    885157.47   1740572.57
1937      44     841995.87    876831.98   1718827.85
1937      45     820560.11    860736.31   1681296.42
1937      46     795126.13    840575.07   1635701.20
1937      47     769052.55    819485.57   1588538.12
1937      48     743055.82    797588.16   1540643.98
1937      49     717780.12    774310.77   1492090.89
1937      50     693496.69    749543.56   1443040.25
1937      51     669252.20    723335.08   1392587.28
1937      52     644361.18    695898.23   1340259.41
1937      53     619594.29    668195.45   1287789.74
1937      54     596615.56    642052.34   1238667.90
1937      55     576026.04    618206.80   1194232.84
1937      56     556892.15    595618.72   1152510.87
1937      57     538175.49    573134.88   1111310.37
1937      58     519429.41    550441.77   1069871.18
1937      59     500162.95    527333.62   1027496.57
1937      60     480200.77    503815.95    984016.72
1937      61     459990.76    480258.41    940249.17
1937      62     439954.07    456890.33    896844.40
1937      63     420034.47    433835.28    853869.75
1937      64     399707.19    410951.66    810658.85
1937      65     378656.23    388018.65    766674.88
1937      66     357033.16    364999.37    722032.53
1937      67     335628.22    342238.28    677866.50
1937      68     314454.22    319563.56    634017.78
1937      69     293128.17    296550.11    589678.28
1937      70     271989.88    273261.69    545251.57
1937      71     251178.36    250142.33    501320.69
1937      72     230572.05    227353.11    457925.16
1937      73     210569.55    205434.93    416004.48
1937      74     192015.55    185432.39    377447.94
1937      75     181043.70    172971.14    354014.84
1937      76     165495.85    156499.23    321995.08
1937      77     148682.15    139340.45    288022.60
1937      78     131690.67    122178.69    253869.36
1937      79     115361.58    105651.33    221012.91
1937      80     103817.58     91337.85    195155.43
1937      81      88436.74     76651.01    165087.75
1937      82      74388.85     63341.40    137730.25
1937      83      62049.25     51742.17    113791.42
1937      84      51409.16     41841.37     93250.53
1937      85      42285.30     33532.94     75818.24
1937      86      34588.81     26702.15     61290.96
1937      87      27904.43     20931.63     48836.06
1937      88      22103.68     16138.91     38242.59
1937      89      17200.65     12203.39     29404.04
1937      90      13100.68      9052.27     22152.95
1937      91       9869.59      6647.11     16516.70
1937      92       7377.88      4833.49     12211.37
1937      93       5452.02      3506.54      8958.56
1937      94       4009.78      2550.16      6559.94
1937      95       2954.32      1846.71      4801.03
1937      96       2160.72      1338.51      3499.23
1937      97       1574.71       973.02      2547.73
1937      98       1164.02       698.83      1862.85
1937      99        875.43       494.07      1369.50
1937     100        596.73       321.67       918.40
1937     101        399.96       213.03       612.99
1937     102        268.18       148.56       416.74
1937     103        187.48        96.86       284.34
1937     104        121.60        60.97       182.57
1937     105         78.16        39.60       117.76
1937     106         48.52        24.47        72.99
1937     107         30.34        13.67        44.01
1937     108         18.83         8.07        26.90
1937     109         10.93         4.20        15.13
1937     110        13.31         4.12        17.43
1938       0     970241.16   1005321.71   1975562.87
1938       1     959564.10    986029.78   1945593.88
1938       2    1032539.68   1061208.53   2093748.21
1938       3    1014580.33   1039133.08   2053713.41
1938       4    1001405.70   1022756.72   2024162.42
1938       5    1052198.16   1084491.18   2136689.34
1938       6    1085849.65   1120373.90   2206223.55
1938       7    1107490.56   1143416.05   2250906.61
1938       8    1120746.90   1157497.92   2278244.82
1938       9    1140136.48   1182703.42   2322839.90
1938      10    1166294.69   1207435.03   2373729.72
1938      11    1185773.34   1221318.70   2407092.04
1938      12    1202341.72   1232118.90   2434460.62
1938      13    1220613.17   1243416.85   2464030.02
1938      14    1231775.77   1248474.09   2480249.86
1938      15    1240759.57   1250704.13   2491463.70
1938      16    1236706.09   1239627.12   2476333.21
1938      17    1220230.83   1214718.95   2434949.78
1938      18    1202162.71   1187275.76   2389438.47
1938      19    1185056.37   1161840.72   2346897.09
1938      20    1172231.50   1143204.46   2315435.96
1938      21    1165048.89   1133254.70   2298303.59
1938      22    1159802.76   1127132.42   2286935.18
1938      23    1153433.59   1120418.06   2273851.65
1938      24    1145185.81   1112240.40   2257426.21
1938      25    1133285.85   1100897.36   2234183.21
1938      26    1117090.60   1085640.76   2202731.36
1938      27    1098555.91   1068493.40   2167049.31
1938      28    1079473.67   1051410.41   2130884.08
1938      29    1060321.43   1034701.62   2095023.05
1938      30    1042210.59   1018891.68   2061102.27
1938      31    1025797.51   1004354.44   2030151.95
1938      32    1010376.45    990645.05   2001021.50
1938      33     995083.32    977271.97   1972355.29
1938      34     979495.19    963985.94   1943481.13
1938      35     962768.28    950287.90   1913056.18
1938      36     944617.04    936034.04   1880651.08
1938      37     925676.24    921568.97   1847245.21
1938      38     906205.83    906779.39   1812985.22
1938      39     887955.20    893333.98   1781289.18
1938      40     874301.99    884612.98   1758914.97
1938      41     865896.99    881220.20   1747117.19
1938      42     859711.49    880012.63   1739724.12
1938      43     853619.48    878676.78   1732296.26
1938      44     845403.48    875139.91   1720543.39
1938      45     831334.43    865974.57   1697309.00
1938      46     810383.68    850234.91   1660618.59
1938      47     786023.45    830980.43   1617003.88
1938      48     761117.17    810872.24   1571989.41
1938      49     736080.01    789720.95   1525800.96
1938      50     710988.22    766369.03   1477357.25
1938      51     685904.42    740523.50   1426427.92
1938      52     660461.93    712794.55   1373256.48
1938      53     634417.81    683911.09   1318328.90
1938      54     608704.55    654963.51   1263668.06
1938      55     585187.05    627914.78   1213101.83
1938      56     564560.86    603608.17   1168169.03
1938      57     545606.87    580756.99   1126363.86
1938      58     526971.76    557923.73   1084895.49
1938      59     508295.84    534922.67   1043218.51
1938      60     489349.30    511909.22   1001258.52
1938      61     470005.68    488953.41    958959.09
1938      62     450563.50    466187.65    916751.15
1938      63     431368.59    443718.81    875087.40
1938      64     412152.41    421448.10    833600.51
1938      65     391928.63    398806.40    790735.03
1938      66     370233.00    375415.16    745648.16
1938      67     347595.56    351634.96    699230.52
1938      68     325304.50    328121.38    653425.88
1938      69     303011.91    304808.51    607820.42
1938      70     281019.85    281422.17    562442.02
1938      71     259574.14    258073.40    517647.54
1938      72     238642.06    235059.51    473701.57
1938      73     217976.24    212450.29    430426.53
1938      74     197959.23    190742.65    388701.88
1938      75     182315.61    173628.36    355943.97
1938      76     167624.12    157655.21    325279.33
1938      77     152157.77    141466.22    293623.99
1938      78     135650.98    124844.11    260495.09
1938      79     119189.81    108472.74    227662.55
1938      80     108029.85     94308.47    202338.32
1938      81      92691.98     79562.16    172254.14
1938      82      78178.93     66027.31    144206.24
1938      83      64983.42     53845.62    118829.04
1938      84      53480.79     43350.23     96831.02
1938      85      43631.16     34487.19     78118.35
1938      86      35357.17     27249.25     62606.42
1938      87      28472.06     21375.17     49847.23
1938      88      22597.57     16487.21     39084.78
1938      89      17605.20     12502.91     30108.11
1938      90      13475.80      9279.69     22755.49
1938      91      10150.83      6796.64     16947.47
1938      92       7566.08      4934.55     12500.63
1938      93       5613.80      3561.64      9175.44
1938      94       4120.46      2573.06      6693.52
1938      95       3000.24      1851.40      4851.64
1938      96       2207.98      1332.36      3540.34
1938      97       1613.17       962.08      2575.25
1938      98       1177.56       703.45      1881.01
1938      99        868.89       505.05      1373.94
1938     100        615.85       340.63       956.48
1938     101        398.64       214.74       613.38
1938     102        263.16       139.94       403.10
1938     103        174.05        96.18       270.23
1938     104        119.54        62.40       181.94
1938     105         76.00        38.53       114.53
1938     106         48.03        25.22        73.25
1938     107         28.94        15.39        44.33
1938     108         17.82         8.03        25.85
1938     109         10.95         4.62        15.57
1938     110        12.92         4.29        17.21
1939       0     996033.12   1033830.52   2029863.64
1939       1     978265.51   1005841.30   1984106.81
1939       2    1041840.81   1070226.75   2112067.56
1939       3    1043676.00   1074801.23   2118477.23
1939       4    1014761.16   1038432.48   2053193.64
1939       5    1024768.61   1055699.85   2080468.46
